"Chronic Absenteeism"
7/1/2024

Year,Level,Division,School,Subgroup,"Count Below 10","Count Above 10","Percent Below 10","Percent above 10"
"2022 - 2023",SCH,"Albemarle County Public Schools","Mountain View Elementary","All Students",563,147,79.3,20.7
"2022 - 2023",SCH,"Albemarle County Public Schools","Mountain View Elementary","American Indian",<,<,,
"2022 - 2023",SCH,"Albemarle County Public Schools","Mountain View Elementary",Asian,17,10,63,37
"2022 - 2023",SCH,"Albemarle County Public Schools","Mountain View Elementary",Black,90,30,75,25
"2022 - 2023",SCH,"Albemarle County Public Schools","Mountain View Elementary","Economically Disadvantaged",223,107,67.6,32.4
"2022 - 2023",SCH,"Albemarle County Public Schools","Mountain View Elementary","English Learners",91,47,65.9,34.1
"2022 - 2023",SCH,"Albemarle County Public Schools","Mountain View Elementary",Female,244,73,77,23
"2022 - 2023",SCH,"Albemarle County Public Schools","Mountain View Elementary",Hispanic,130,58,69.1,30.9
"2022 - 2023",SCH,"Albemarle County Public Schools","Mountain View Elementary",Homeless,<,<,,
"2022 - 2023",SCH,"Albemarle County Public Schools","Mountain View Elementary",Male,319,74,81.2,18.8
"2022 - 2023",SCH,"Albemarle County Public Schools","Mountain View Elementary","Multiple Races",49,10,83.1,16.9
"2022 - 2023",SCH,"Albemarle County Public Schools","Mountain View Elementary","Native Hawaiian",<,<,,
"2022 - 2023",SCH,"Albemarle County Public Schools","Mountain View Elementary","Students with Disabilities",59,38,60.8,39.2
"2022 - 2023",SCH,"Albemarle County Public Schools","Mountain View Elementary",White,276,38,87.9,12.1
"2022 - 2023",SCH,"Albemarle County Public Schools","Red Hill Elementary","All Students",142,40,78,22
"2022 - 2023",SCH,"Albemarle County Public Schools","Red Hill Elementary",Asian,<,<,100,0
"2022 - 2023",SCH,"Albemarle County Public Schools","Red Hill Elementary",Black,<,<,85.7,14.3
"2022 - 2023",SCH,"Albemarle County Public Schools","Red Hill Elementary","Economically Disadvantaged",61,24,71.8,28.2
"2022 - 2023",SCH,"Albemarle County Public Schools","Red Hill Elementary","English Learners",9,2,81.8,18.2
"2022 - 2023",SCH,"Albemarle County Public Schools","Red Hill Elementary",Female,69,15,82.1,17.9
"2022 - 2023",SCH,"Albemarle County Public Schools","Red Hill Elementary",Hispanic,13,12,52,48
"2022 - 2023",SCH,"Albemarle County Public Schools","Red Hill Elementary",Male,73,25,74.5,25.5
"2022 - 2023",SCH,"Albemarle County Public Schools","Red Hill Elementary","Multiple Races",10,7,58.8,41.2
"2022 - 2023",SCH,"Albemarle County Public Schools","Red Hill Elementary","Students with Disabilities",33,11,75,25
"2022 - 2023",SCH,"Albemarle County Public Schools","Red Hill Elementary",White,112,20,84.8,15.2
"2022 - 2023",SCH,"Albemarle County Public Schools","Scottsville Elementary","All Students",176,35,83.4,16.6
"2022 - 2023",SCH,"Albemarle County Public Schools","Scottsville Elementary",Black,22,0,100,0
"2022 - 2023",SCH,"Albemarle County Public Schools","Scottsville Elementary","Economically Disadvantaged",71,25,74,26
"2022 - 2023",SCH,"Albemarle County Public Schools","Scottsville Elementary","English Learners",<,<,100,0
"2022 - 2023",SCH,"Albemarle County Public Schools","Scottsville Elementary",Female,91,17,84.3,15.7
"2022 - 2023",SCH,"Albemarle County Public Schools","Scottsville Elementary",Hispanic,15,2,88.2,11.8
"2022 - 2023",SCH,"Albemarle County Public Schools","Scottsville Elementary",Homeless,<,<,,
"2022 - 2023",SCH,"Albemarle County Public Schools","Scottsville Elementary",Male,85,18,82.5,17.5
"2022 - 2023",SCH,"Albemarle County Public Schools","Scottsville Elementary","Multiple Races",13,3,81.3,18.7
"2022 - 2023",SCH,"Albemarle County Public Schools","Scottsville Elementary","Students with Disabilities",18,8,69.2,30.8
"2022 - 2023",SCH,"Albemarle County Public Schools","Scottsville Elementary",White,126,30,80.8,19.2
"2022 - 2023",SCH,"Albemarle County Public Schools","Stone Robinson Elementary","All Students",370,69,84.3,15.7
"2022 - 2023",SCH,"Albemarle County Public Schools","Stone Robinson Elementary",Asian,21,4,84,16
"2022 - 2023",SCH,"Albemarle County Public Schools","Stone Robinson Elementary",Black,35,8,81.4,18.6
"2022 - 2023",SCH,"Albemarle County Public Schools","Stone Robinson Elementary","Economically Disadvantaged",107,36,74.8,25.2
"2022 - 2023",SCH,"Albemarle County Public Schools","Stone Robinson Elementary","English Learners",25,3,89.3,10.7
"2022 - 2023",SCH,"Albemarle County Public Schools","Stone Robinson Elementary",Female,189,35,84.4,15.6
"2022 - 2023",SCH,"Albemarle County Public Schools","Stone Robinson Elementary",Hispanic,35,11,76.1,23.9
"2022 - 2023",SCH,"Albemarle County Public Schools","Stone Robinson Elementary",Homeless,<,<,,
"2022 - 2023",SCH,"Albemarle County Public Schools","Stone Robinson Elementary",Male,181,34,84.2,15.8
"2022 - 2023",SCH,"Albemarle County Public Schools","Stone Robinson Elementary","Multiple Races",34,6,85,15
"2022 - 2023",SCH,"Albemarle County Public Schools","Stone Robinson Elementary","Students with Disabilities",48,15,76.2,23.8
"2022 - 2023",SCH,"Albemarle County Public Schools","Stone Robinson Elementary",White,245,40,86,14
"2022 - 2023",SCH,"Albemarle County Public Schools","Stony Point Elementary","All Students",146,30,83,17
"2022 - 2023",SCH,"Albemarle County Public Schools","Stony Point Elementary",Asian,<,<,83.3,16.7
"2022 - 2023",SCH,"Albemarle County Public Schools","Stony Point Elementary",Black,14,9,60.9,39.1
"2022 - 2023",SCH,"Albemarle County Public Schools","Stony Point Elementary","Economically Disadvantaged",32,11,74.4,25.6
"2022 - 2023",SCH,"Albemarle County Public Schools","Stony Point Elementary","English Learners",<,<,75,25
"2022 - 2023",SCH,"Albemarle County Public Schools","Stony Point Elementary",Female,67,13,83.8,16.2
"2022 - 2023",SCH,"Albemarle County Public Schools","Stony Point Elementary",Hispanic,15,1,93.8,6.2
"2022 - 2023",SCH,"Albemarle County Public Schools","Stony Point Elementary",Male,79,17,82.3,17.7
"2022 - 2023",SCH,"Albemarle County Public Schools","Stony Point Elementary","Multiple Races",10,2,83.3,16.7
"2022 - 2023",SCH,"Albemarle County Public Schools","Stony Point Elementary","Students with Disabilities",10,9,52.6,47.4
"2022 - 2023",SCH,"Albemarle County Public Schools","Stony Point Elementary",White,102,17,85.7,14.3
"2022 - 2023",SCH,"Albemarle County Public Schools","Virginia L. Murray Elementary","All Students",248,32,88.6,11.4
"2022 - 2023",SCH,"Albemarle County Public Schools","Virginia L. Murray Elementary","American Indian",<,<,,
"2022 - 2023",SCH,"Albemarle County Public Schools","Virginia L. Murray Elementary",Asian,26,2,92.9,7.1
"2022 - 2023",SCH,"Albemarle County Public Schools","Virginia L. Murray Elementary",Black,8,3,72.7,27.3
"2022 - 2023",SCH,"Albemarle County Public Schools","Virginia L. Murray Elementary","Economically Disadvantaged",19,8,70.4,29.6
"2022 - 2023",SCH,"Albemarle County Public Schools","Virginia L. Murray Elementary","English Learners",12,1,92.3,7.7
"2022 - 2023",SCH,"Albemarle County Public Schools","Virginia L. Murray Elementary",Female,127,17,88.2,11.8
"2022 - 2023",SCH,"Albemarle County Public Schools","Virginia L. Murray Elementary",Hispanic,14,2,87.5,12.5
"2022 - 2023",SCH,"Albemarle County Public Schools","Virginia L. Murray Elementary",Male,121,15,89,11
"2022 - 2023",SCH,"Albemarle County Public Schools","Virginia L. Murray Elementary","Multiple Races",15,4,78.9,21.1
"2022 - 2023",SCH,"Albemarle County Public Schools","Virginia L. Murray Elementary","Native Hawaiian",<,<,,
"2022 - 2023",SCH,"Albemarle County Public Schools","Virginia L. Murray Elementary","Students with Disabilities",17,7,70.8,29.2
"2022 - 2023",SCH,"Albemarle County Public Schools","Virginia L. Murray Elementary",White,182,21,89.7,10.3
"2022 - 2023",SCH,"Albemarle County Public Schools","Western Albemarle High","All Students",1014,127,88.9,11.1
"2022 - 2023",SCH,"Albemarle County Public Schools","Western Albemarle High","American Indian",<,<,,
"2022 - 2023",SCH,"Albemarle County Public Schools","Western Albemarle High",Asian,43,3,93.5,6.5
"2022 - 2023",SCH,"Albemarle County Public Schools","Western Albemarle High",Black,12,3,80,20
"2022 - 2023",SCH,"Albemarle County Public Schools","Western Albemarle High","Economically Disadvantaged",101,50,66.9,33.1
"2022 - 2023",SCH,"Albemarle County Public Schools","Western Albemarle High","English Learners",9,3,75,25
"2022 - 2023",SCH,"Albemarle County Public Schools","Western Albemarle High",Female,475,49,90.6,9.4
"2022 - 2023",SCH,"Albemarle County Public Schools","Western Albemarle High",Hispanic,58,16,78.4,21.6
"2022 - 2023",SCH,"Albemarle County Public Schools","Western Albemarle High",Homeless,<,<,,
"2022 - 2023",SCH,"Albemarle County Public Schools","Western Albemarle High",Male,539,78,87.4,12.6
"2022 - 2023",SCH,"Albemarle County Public Schools","Western Albemarle High","Multiple Races",34,7,82.9,17.1
"2022 - 2023",SCH,"Albemarle County Public Schools","Western Albemarle High","Students with Disabilities",92,38,70.8,29.2
"2022 - 2023",SCH,"Albemarle County Public Schools","Western Albemarle High",White,865,97,89.9,10.1
"2022 - 2023",SCH,"Albemarle County Public Schools","Woodbrook Elementary","All Students",387,161,70.6,29.4
"2022 - 2023",SCH,"Albemarle County Public Schools","Woodbrook Elementary",Asian,36,10,78.3,21.7
"2022 - 2023",SCH,"Albemarle County Public Schools","Woodbrook Elementary",Black,122,72,62.9,37.1
"2022 - 2023",SCH,"Albemarle County Public Schools","Woodbrook Elementary","Economically Disadvantaged",211,109,65.9,34.1
"2022 - 2023",SCH,"Albemarle County Public Schools","Woodbrook Elementary","English Learners",94,50,65.3,34.7
"2022 - 2023",SCH,"Albemarle County Public Schools","Woodbrook Elementary",Female,192,85,69.3,30.7
"2022 - 2023",SCH,"Albemarle County Public Schools","Woodbrook Elementary",Hispanic,88,46,65.7,34.3
"2022 - 2023",SCH,"Albemarle County Public Schools","Woodbrook Elementary",Homeless,11,9,,
"2022 - 2023",SCH,"Albemarle County Public Schools","Woodbrook Elementary",Male,195,76,72,28
"2022 - 2023",SCH,"Albemarle County Public Schools","Woodbrook Elementary","Multiple Races",29,20,59.2,40.8
"2022 - 2023",SCH,"Albemarle County Public Schools","Woodbrook Elementary","Students with Disabilities",38,20,65.5,34.5
"2022 - 2023",SCH,"Albemarle County Public Schools","Woodbrook Elementary",White,112,13,89.6,10.4
