type,county_code,license_name,business_name,premise_street,premise_city,premise_zip_code,business_type
7,690,"Mcdonald, Rickie Grove",Precision Gun Works,6 Sawtooth Ln,Martinsville,24112,Business
1,141,"Bowman, Walter Barlett",No Business Name Provided,6911 Jeb Stuart Hwy,Meadows Of Dan,24120,Residential
1,19,"Simmons, Shannon L",Simmons Auctions,1191 Horseshoe Bend Rd,Moneta,24121,Business
1,19,"Ferguson, David Lee Jr",Fergusons Guns,1171 Eva Lee Lane,Moneta,24121,Business
7,19,"Eames, Douglas N & David N",Dne Gunsmiths,205 Oak Crest Drive,Moneta,24121,Business
1,67,"Lupo, Kyle Gerard",No Business Name Provided,85 Woodbridge Circle  Unit 1120,Moneta,24121,Residential
1,67,"Fulknier, Ralph Daniel",No Business Name Provided,10 Sunny Cove Drive,Moneta,24121,Residential
1,45,"Bell, John M",No Business Name Provided,3315 Johns Creek Road,New Castle,24127,Residential
1,45,"Overton, Jerry Burger",No Business Name Provided,355 Rocky Hill Dr,New Castle,24127,Residential
6,45,Macs Custom Ammunition Llc,No Business Name Provided,294 Hoot Owl Rd,New Castle,24127,Residential
7,45,"Vbr Holdings, Llc",Craig County Armory,203 Bobcat Ln,New Castle,24127,Business
1,45,"Bostic, Douglas L",No Business Name Provided,35 Old Railroad Ave,New Castle,241270000,Residential
1,71,"Defensive Arms & Readiness Training, Llc",No Business Name Provided,111 Cook Ln,Newport,24128,Residential
1,45,Paint Bank General Store Inc,Paint Bank General Store,16071 Paint Bank Rd,Paint Bank,24131,Business
1,71,"Evans, Marion Brownie Jr",No Business Name Provided,205 North Main St,Pearisburg,24134,Residential
1,71,Wal-Mart Stores East Lp,Wal-Mart Supercenter #2646,160 Kinter Way,Pearisburg,24134,Business
1,71,Doxhen Enterprises Llc,Doxhen Firearms,179 Woodland Dr,Pearisburg,24134,Business
7,71,"Sheehan, Earl J Jr",No Business Name Provided,2414-A  Pulaski  Giles Tnpk,Pearisburg,24134,Residential
7,71,"Earl's Repair Service, Inc",Ers Inc,2414 Pulaski-Giles Turnpike,Pearisburg,24134,Business
8,71,Earls Repair Service Inc,Ers Inc,2414 Pulaski - Giles Turnpike,Pearisburg,24134,Business
1,71,"Tangent Outdoors, Inc",No Business Name Provided,201 Cascade Dr,Pembroke,24136,Residential
7,71,20-X Industries Llc,20-X Industries Llc,186 Doe Creek Rd,Pembroke,24136,Business
1,71,G A Bostic Inc,Pembroke Stop N Save,138 Grille Rd,Pembroke,241360000,Business
1,67,"David, Tracy Lee",David's Guns,2401 Listening Hill Rd,Penhook,24137,Business
7,67,"Hunt, Raymond Lee",Hunt's Gunsmithing,18278 Snow Creek Rd,Penhook,24137,Business
1,155,Rk Holdings Llp,No Business Name Provided,7456 Lee Hwy,Radford,24141,Residential
2,155,1st Pawn Llc,No Business Name Provided,7381 Lee Highway,Fairlawn,24141,Residential
2,155,Dublin Pawn Llc,No Business Name Provided,7312 Peppers Ferry Blvd,Fairlawn,24141,Residential
6,155,"Peks, Llc",Sorrydog Outfitters,202 Lovely Mount Dr,Radford,24141,Business
7,155,"Dublin Pawn, Llc",E S Ramey Firearms,7312 Peppers Ferry Blvd,Fairlawn,24141,Business
7,155,"Peks, Llc",Sorrydog Outfitters,202 Lovely Mount Dr,Radford,24141,Business
1,750,"Amonette, Ben Edward",Amonette Gunsmithing,8 Hickory Rd,Radford,24141,Business
6,750,Alexander Industries Inc,Alexander Arms,Us Army Radford Arsenal Rte 114 Bldg 3701,Radford,24141,Business
7,750,"Mcpeake, Timothy & Mcpeake Jeffrey",T & J Tactical,1500 Staples St Lot 1,Radford,24141,Business
7,750,T&J Tactical Llc,No Business Name Provided,1500 Staples St Lot 1,Radford,24141,Residential
7,750,Alexander Industries Inc,Alexander Arms,104 Centre Ct,Radford,24141,Business
8,750,Alexander Industries Inc,Alexander Arms,104 Centre Ct,Radford,24141,Business
1,155,New River Gunsmith & Precision Llc,New River Gunsmith,6792 Hickman Cemetery Rd,Fairlawn,241410000,Business
1,750,Wal-Mart Stores East Lp,Wal-Mart Supercenter #2762,7373 Peppers Ferry Blvd,Fairlawn,241410000,Business
1,750,"Gray, Kenneth W & Gray, Janet S",Gray Sporting Goods & Crafts,601 Harvey St,Radford,241410000,Business
1,750,The Bullet Doctor Inc,The Bullet Doctor,1014 Sutton St,Radford,241412733,Business
6,750,"The Bullet Doctor, Inc",No Business Name Provided,1014 Sutton St,Radford,241412733,Residential
10,750,Northrop Grumman Systems Corporation,No Business Name Provided,"Route 114, Caller Service 6 Raap",Radford,24143,Residential
11,750,Northrop Grumman Systems Corporation,No Business Name Provided,Route 114 Caller Service 6 Raap,Radford,24143,Residential
6,71,Wagner Shells Inc,Eastern Gun & Supply Company,703 Federal St Hwy 219 N,Rich Creek,24147,Business
1,71,"Collins, James Christopher",No Business Name Provided,102 Iron Spring Dr,Goldbond,24150,Residential
1,67,D & P Arms Llc,No Business Name Provided,70 Parkview Dr,Rocky Mount,24151,Residential
1,67,Designs By M Co Llc,Halls Gun Shop,94 Woodland Forest Cir,Rocky Mount,24151,Business
1,67,Wal-Mart Stores East Lp,Walmart #2337,550 Old Franklin Turnpike,Rocky Mount,24151,Business
1,67,"Lucky Dog Auction Company, Llc","Lucky Dog, Lucky Dog Auction",770 Cornell Road,Rocky Mount,24151,Business
2,67,"Dynamite Pawn & Jewelry, Llc",No Business Name Provided,1516 Franklin St,Rocky Mount,24151,Residential
7,67,Pfrommer Gunworks Llc,No Business Name Provided,2954 Hopkins Rd,Rocky Mount,24151,Residential
1,161,"Rm Johnson & Sons, Inc",Rm Johnson & Sons Jewelers,10 South College Ave,Salem,24153,Business
1,161,"Cochran, Aaron Bradley",Trader Jerry's Salem,724 West 4th St,Salem,24153,Business
1,161,13th Armory Llc,13th Armory,606 S Market St,Salem,24153,Business
2,161,Full Circle Finance Inc,Valley Pawn,1617 W Main Street ,Salem,24153,Business
7,161,"Curtis, Zachery And Richard Jr",Atheris Rifle Co,1123 Florida Street ,Salem,24153,Business
1,775,"Hines Services, Llc",Farmer Auctions,29 Wildwood Road,Salem,24153,Business
2,775,Family Pawn Llc,No Business Name Provided,231 W 4th St,Salem,24153,Residential
7,775,Damon Co Of Salem Inc,Keeno Arms,2117 Salem Industrial Dr,Salem,241533145,Business
7,121,"Jim's Firearms And Repair, Llc",Jim's Firearms And Repair,2842 Forage Rd,Shawsville,24162,Business
7,89,"Ray, David L",Canray Hardware Service,747 Golf Course Road,Spencer,241653540,Business
1,141,"Sanborn, Scott",No Business Name Provided,592 Hill Valley Rd,Stuart,24171,Residential
1,141,Wal-Mart Stores East Lp,Wal-Mart #3770,19265 Jeb Stuart Hwy,Stuart,24171,Business
1,141,"Hauser, Gideon Clay Iv",Hidden By Design,2761 Dry Pond Hwy,Stuart,24171,Business
1,141,"Stewart, Michael Wayne",Old Goat Firearms,171 Clark Loop,Stuart,24171,Business
7,141,Venture Gunworks Llc,No Business Name Provided,5507 Salem Hwy,Stuart,24171,Residential
7,19,Ballistic Tools Inc,No Business Name Provided,6131 Union Church Road,Thaxton,24174,Residential
1,23,"Shenton, Eric Lee",No Business Name Provided,115 Sommersby Ln,Troutville,24175,Residential
1,23,"Ten21 Tactical, Llc",Ten21 Tactical,2577 Stoney Battery Road,Troutville,24175,Business
1,19,Leatherneck Gunsmithing Llc,No Business Name Provided,2787 Jeters Chapel Rd,Vinton,24179,Residential
1,161,"Northwest Hardware Co Inc, Vinton",Northwest Hardware Co Inc,2113 E Washington Ave,Vinton,24179,Business
1,161,Ucams Llc,Howard's Precision Machine,940 3rd Street,Vinton,24179,Business
1,161,Virginia Gun And Knife Traders Llc,No Business Name Provided,1326 E Washington Ave,Vinton,24179,Residential
2,161,"Patterson, Patrick Wesley",Pollard Street Pawn & Gun,301 South Pollard St Ste B,Vinton,24179,Business
7,161,Ucams Llc,Howard's Precision Machine,940 3rd Street,Vinton,24179,Business
7,161,"Patterson, Patrick Wesley",Pollard Street Pawn And Gun,301 South Pollard Street Suite B,Vinton,24179,Business
7,161,Britton Firearms Llc,No Business Name Provided,335 Elm St,Vinton,24179,Residential
2,161,Vinton Pawn Shop Inc,No Business Name Provided,310 W Virginia Ave,Vinton,241790000,Residential
1,67,Ponderosa Gunsmithing Llc,Ponderosa Gunsmith,145 Pleasant Ridge Drive,Wirtz,24184,Business
7,67,Contact Front Llc,Contact Front,1809 Sample Rd  Bldg E,Wirtz,24184,Business
7,67,Night Owl Coatings Llc,No Business Name Provided,1655 Jubal Early Highway,Wirtz,24184,Residential
7,67,E Giuffre Inc,Ordnance Systems,974 Lovely Valley Rd,Wirtz,24184,Business
1,141,Mountain River Firearms Llc,No Business Name Provided,960 Iron Bridge Road,Woolwine,24185,Residential
1,141,"Bunn, Terry V",No Business Name Provided,724 Elamsville Rd,Woolwine,241850000,Residential
7,520,King Ordnance Industries Llc,King Ordnance / Koi,"250 Bob Morrison Blvd, Suite 200",Bristol,24201,Business
1,191,Kettlefoot Inc,Kettlefoot Rod & Gun Club,21101 Kettlefoot Lane,Bristol,24202,Business
1,191,"Rk Holdings, Llp",Bristol Rural King,21421 Market Center,Bristol,24202,Business
1,191,Jon's Guns Llc,No Business Name Provided,156 Linden Square Drive,Bristol,24202,Residential
7,191,Bace Enterprises Llc,Virginia Long Range,18626 Musick Dr,Bristol,24202,Business
7,191,Southwest Virginia Associates Llc,Southwest Virginia Guns And Ammunition,4391 Gate City Hwy,Bristol,24202,Business
1,520,Wal-Mart Stores East Lp,Walmart #2089,13245 Lee Hwy,Bristol,24202,Business
1,520,"Vestal, Robert Leonard Jr",Vestals Gunsmithing,16230 Lee Hwy,Bristol,24202,Business
1,520,"Arnold, Mickey W",No Business Name Provided,20217 Mosby Ave,Bristol,242020000,Residential
1,191,3 Guys Outfitters Llc,No Business Name Provided,406 S Cummings St,Abingdon,24210,Residential
1,191,Firearms 4 U Llc,Firearms 4 U,920 West Main Street,Abingdon,24210,Business
1,191,"Edmiston, Richard Anthony",Walt's Gun Shop,24503 Hillandale Rd,Abingdon,24210,Business
2,191,Double H Investments Llc,1141 Pawn,1141 W Main St,Abingdon,24210,Business
7,191,"Hall, Jonathan",No Business Name Provided,27424 Rich Valley Rd,Abingdon,24210,Residential
7,191,Wolf Hills Tactical Llc,No Business Name Provided,230 Grove Terrace Dr Sw,Abingdon,24210,Residential
10,191,Commonwealth Industries Llc,No Business Name Provided,17074 Lee Highway Ste B,Abingdon,24210,Residential
1,191,"Moyers, Geraud",Mo's Guns,20335 Josh Allen Drive,Abingdon,24211,Business
1,191,Wal-Mart Stores East Lp,Walmart #154,16032 Fifteen Mile Boulevard,Abingdon,24211,Business
1,191,"Ground Zero Ballistics, Llc",No Business Name Provided,25298 Lee Highway,Abingdon,24211,Residential
7,191,Virginia Highland Machine Inc,No Business Name Provided,24431 Regal Dr,Abingdon,242117439,Residential
1,105,J B 2 Firearms Llc,No Business Name Provided,395 Slemp Rd,Big Stone Gap,24219,Residential
1,195,"Chandler, Robert Eugene",Big Bore Outfitters,412 Clinton Avenue East,Big Stone Gap,242190000,Business
1,167,"White, Austin Chase",White's Lightning Gun Repair,382 Miracle Ln,Castlewood,24224,Business
1,167,"Osborne, David Wayne",No Business Name Provided,828 Porter Hollow Rd,Castlewood,24224,Residential
6,167,"Osborne, David Wayne",No Business Name Provided,828 Porter Hollow Rd,Castlewood,24224,Residential
1,167,"Lampkin, Jason B",No Business Name Provided,33 Burns Dr,Cleveland,24225,Residential
1,195,"Osborne, Jonathan Paul",J Osbornes Gunsmith & Firearms,12143 Driffield Dr,Coeburn,24230,Business
2,195,"Hall, Rocky Steven",Lonesome Pine Gun And Gold,10419 Norton-Coeburn Road,Coeburn,24230,Business
2,195,Beverly's Gun Archery & Pawn Inc,No Business Name Provided,310 Front St E,Coeburn,24230,Residential
6,195,"Osborne, Jonathan Paul",J Osbornes Gunsmith & Firearms,12143 Driffield Dr,Coeburn,24230,Business
7,195,Mountain Folk Armory Llc,Mountain Folk Armory,220 Laurel Avenue,Coeburn,24230,Business
1,191,"Adams, James Anthony",Lee Highway Firearms,30437 Blossom Rd,Damascus,24236,Business
7,169,"Hall, Christopher Bruce",600 Auto Arms And Ammo,1211 Fairview Road,Duffield,24244,Business
1,169,"Henderson, Jeffrey Daniel",Henderson Arms,6521 Upper Possum Creek Rd,Gate City,24251,Business
7,169,"Owens, Randell Sam",Owens,339 Ellen Dr,Gate City,24251,Business
1,169,Mcconnell Enterprises Inc,Mountain View Market,"903 Nicklesville Hwy, Ste 101",Gate City,242510000,Business
1,169,"Owens, Randell Sam",No Business Name Provided,339 Ellen Drive,Gate City,242510000,Residential
1,51,"Haysi Supply Company, Llc",No Business Name Provided,297 Main Street,Haysi,24256,Residential
1,51,"Bass And Brass, Llc",No Business Name Provided,563 Greenbrier Rd,Haysi,24256,Residential
1,169,"Arrington, Jeffrey Allen",Revolutionary Arms,120 Ap Carter Hwy,Hiltons,24258,Business
1,167,"Ball, Mike A & Ball, Emily Ann",M & E Gun Shop,3808 Combs Ridge Rd,Honaker,24260,Business
1,105,"Hall, Travis",Hall & Sons Collector Guns,10665 Middle Wallens Creek Rd,Jonesville,24263,Business
1,105,Consolidated Interests Llc,Appalachian Sportsman Club,1319 Hardys Creek Rd,Jonesville,24263,Business
1,105,Wal- Mart Stores East Lp,Walmart #3772,468 Trade Center Ln,Jonesville,24263,Business
1,105,Lee Farmers Coop Inc,Lee Farmers Coop,33634 Wilderness Rd,Jonesville,24263,Business
1,167,Wal-Mart Stores East Lp,Wal-Mart Supercenter #3480,1050 Regional Park Rd,Lebanon,24266,Business
1,167,"Campbell, Jesse D",No Business Name Provided,428 Jessees Mill Rd,Lebanon,24266,Residential
1,167,"Something Special Va, Llc",No Business Name Provided,11668 Us Highway 19,Lebanon,24266,Residential
1,167,Foggy Branch Llc,No Business Name Provided,980 River Mountain Road,Lebanon,24266,Residential
1,169,B2c2 Firearms Llc,B2c2 Firearms,2202 Little Duck Road,Nickelsville,24271,Business
1,169,"Kegley, Jeffrey Allen",No Business Name Provided,12223 Nickelsville Hwy,Nickelsville,24271,Residential
7,169,"Glovier, Stephen",Top Hat Tactical,217 Dean Hollow Rd,Nickelsville,24271,Business
1,169,"Burke, J Roger",No Business Name Provided,12362 Nickelsville Hwy,Nickelsville,242710000,Residential
1,195,Stone Mountain Guns Llc,No Business Name Provided,520 Hawthorne Dr Ne,Norton,24273,Residential
1,195,"Rk Holdings, Llp",Rural King,640 Highway 58 East,Norton,24273,Business
2,195,"Fields, David A",Gold-N-Things,752 Park Ave Nw,Norton,24273,Business
1,720,Wal-Mart Stores East Lp,Wal-Mart Supercenter #1302,780 Commonwealth Dr,Norton,24273,Business
1,720,"A & A Enterprises, Inc",No Business Name Provided,5707 Industrial Park Rd,Norton,24273,Residential
1,720,Colgard Mine Products Inc,Colgard Outdoor Sports,600 Park Ave Ne,Norton,24273,Business
1,195,Pathfinders Outdoor Adventures Llc,Pathfinders,534 Park Ave,Norton,242730000,Business
1,105,"See, Troy Jay",Pennington Armory,41709 W Morgan Ave,Pennington Gap,24277,Business
2,105,Liberty Sport & Pawn Ltd,No Business Name Provided,42259 E Morgan Ave,Pennington Gap,24277,Residential
2,105,First Virginia Pawn & Gold Inc,No Business Name Provided,"41618 W Morgan Ave, Suite 101",Pennington Gap,242770000,Residential
1,195,"Beverly, C Jackson Jr",Beverly Auto Parts,10109 Bold Camp Rd,Pound,242790000,Business
1,195,"Short, Terry Wayne",Shorts Custom Arms,8400 Happy Valley Drive,Pound,242790728,Business
1,195,"Sutherland, Howard Scott",Creek Hill Gunsmithing,5610 Creek Hill Road,Saint Paul,24283,Business
1,195,Clinch Life Outfitters Inc,No Business Name Provided,3022 5th Ave,Saint Paul,24283,Residential
2,195,"Phillips, Henry Edward",Phillips Tv & Appliance Sales,54 Dante Rd,Saint Paul,24283,Business
1,195,"Ireson, Jessee Lee Jr",Top Gun Sales & Supply,3418 Honey Branch Road,St Paul,242830000,Business
2,169,"France, George & France, Regina",Buds's Gun & Pawn,833 Us Hwy 23 So,Weber City,24290,Business
1,195,Rooster Ridge Firearms Llc,No Business Name Provided,7247 Duncan Gap Rd,Wise,24293,Residential
1,195,Gun Master Inc,No Business Name Provided,6617 B W Main,Wise,242930000,Residential
2,155,Gardner Investment Group Llc,Gardner's Pawn And Antiques,1008 Memorial Dr,Pulaski,24301,Business
2,155,"1st Pawn, Llc",1st Pawn,34 5th Street Ne,Pulaski,24301,Business
7,155,"Miller, David Allen",Tactical Precision Shooting,57 West Main Street,Pulaski,24301,Business
1,173,Winters Guns Llc,Winters Guns,1443 Bear Creek Rd,Atkins,24311,Business
1,173,Lazy L Enterprises Llc,Lazy L Enterprises,150 Lawrence Ln,Atkins,24311,Business
7,173,Hillsville Gun Works Llc,Hillsville Gun Works,343 Rocky Hollow Rd,Atkins,24311,Business
1,197,"Stone, Ronald Hobart",Backwoods Outdoor Supply,6623 Coulson Church Rd,Austinville,24312,Business
1,21,Trent's Grocery & Sporting Goods Inc,No Business Name Provided,900 Wilderness Road,Bland,24315,Residential
1,21,"Tate, Logan Harris",No Business Name Provided,331 Hill Dairy Ln,Bland,24315,Residential
2,21,"Wright Automotive Center, Llc",No Business Name Provided,573 Main St,Bland,24315,Residential
6,21,"Wright Automotive Center, Llc",No Business Name Provided,573 Main St,Bland,24315,Residential
7,21,"Wright Automotive Center, Llc",No Business Name Provided,573 Main St,Bland,24315,Residential
1,173,"Hash, Donald Wayne",Bent Horn Gun Works,104 Red Fox Lane,Chilhowie,24319,Business
1,173,Appalachian Firearms & Hound Supplies Llc,No Business Name Provided,162 Old Mill Rd,Chilhowie,24319,Residential
1,173,"Brown, Douglas Scott",Scotty's,135 W Main St,Chilhowie,24319,Business
1,197,Weese Auction Company Inc,No Business Name Provided,4494 Grayson Tpke,Crockett,24323,Residential
1,155,Draper Old Growth Forestry,No Business Name Provided,3050 Hawks Nest Lane,Draper,24324,Residential
1,155,"Huff, Robert Neal",New River Valley Sportsman,2662 Marion Drive,Draper,24324,Business
1,155,"New River Sports, Llc",No Business Name Provided,3376 Kirby Rd,Draper,24324,Residential
6,155,"Huff, Robert Neal",New River Valley Sportsman,2662 Marion Drive,Draper,24324,Business
7,155,"Biggar, Edward Patrick","Biggar Customs Mfg, Ebcm",2741 Old Baltimore Road,Draper,24324,Business
1,77,"Graham, Alan E",Badger Armory,454 Hunters Lane,Elk Creek,24326,Business
7,77,"Hampton, Jimmy L",Ace Armory,9640 Elk Creek Parkway,Elk Creek,24326,Business
1,77,"Faulkner, Jerry Allen",Big Al's Guns & Ammo,291 Green Valley Rd,Fries,24330,Business
1,35,"Bamm Of Virginia, Llc",No Business Name Provided,7302 Carrollton Pike,Galax,24333,Residential
1,640,Wal-Mart Stores East Lp,Wal-Mart Supercenter #1023,1140 East Stuart Drive,Galax,24333,Business
1,640,"Martin, Benny Allen",No Business Name Provided,1997 Fries Rd,Galax,24333,Residential
1,640,"Laraviere, Stephen Matthew",Matthews Auctioneers,101 Meadow St,Galax,24333,Business
1,640,"Martin, Carl Lee",Skyline Custom Arms,863 Skyline Hwy,Galax,24333,Business
2,640,Gardner Investment Group Llc,Gardner's Pawn Shop 2,113 W Grayson St,Galax,24333,Business
1,640,"Reedy, Stacy Todd",Str Guns & Accessories,1140 S Main St,Galax,243330000,Business
1,640,"Phipps, Robert Bryan",No Business Name Provided,1030 Lakeside Dr,Galax,243330000,Residential
1,640,"Bartlett, Larry K",No Business Name Provided,94 Pondside Ln,Galax,243330000,Residential
1,191,"Fore, Jesse James",Town Square Guns,202 Town Square Street Suite 4,Glade Spring,24340,Business
1,35,"Boyd, Anthony & Boyd, Stephanie",Boyd's Trading Post,225 N Main St,Hillsville,24343,Business
1,35,"Chris Ward Auctions, Inc",Dawn Auction Company,235 West Stuart Drive,Hillsville,24343,Business
1,35,"Jh Gunsmithing, Llc",No Business Name Provided,1194 E Stuart Drive,Hillsville,24343,Residential
2,35,Gardner Investment Group Llc,Gardner's Pawn Shop 1,142 East Stuart Dr,Hillsville,24343,Business
1,77,"Cole, Robert James",Bob's Sporting Goods,880 Sugar Camp Ln,Independence,24348,Business
1,77,"Miller, Jeffrey Lee",No Business Name Provided,97 Redd Dr,Independence,24348,Residential
1,77,"Anders, Tommy Mckinley",No Business Name Provided,2950 Elk Creek Pkwy,Independence,24348,Residential
1,77,"Mckenzie, Grover Junior",No Business Name Provided,176 Rocky Road Ln,Independence,243480000,Residential
7,35,Modern Paladin Inc,No Business Name Provided,13139 Danville Pike Unit 2,Laurel Fork,24352,Residential
1,173,"Middle Fork Gunsmithing, Llc",No Business Name Provided,1000 Porter Valley Rd,Marion,24354,Residential
1,173,Smoking Barrel Llc,No Business Name Provided,1220 South Fork Road,Marion,24354,Residential
1,173,Wal-Mart Stores East Lp,Wal-Mart Store #1336,1193 North Main St,Marion,24354,Business
1,173,Smyth Paint & Decorating Inc,No Business Name Provided,1307 N Main St,Marion,24354,Residential
7,173,"Evans, Timothy Ray",Walker Mountain Gunsmithing,1849 Cleghorn Valley Rd,Marion,24354,Business
7,173,"Wade, Bryan Michael",Giggle Switch Industries,236 Broad Street,Marion,24354,Business
1,197,"Porter, Deborah Lea",Triton Arms,7668 Peppers Ferry Rd,Max Meadows,24360,Business
1,197,"Keith, James Lee",Black Bear Firearms,622 Sheffey School Rd,Max Meadows,24360,Business
7,197,Aaron's Gunsmithing Inc,No Business Name Provided,4127 Chapman Rd,Max Meadows,24360,Residential
1,197,"Thompson, John Patrick",No Business Name Provided,300 Harvey Lane,Max Meadows,243600000,Residential
1,191,"Benton, Christopher G",Benton's Taxidermy And Gun,12826 Lindell Rd,Meadowview,24361,Business
6,191,"Benton, Christopher G",Bentons Taxidermy And Gun,12826 Lindell Rd,Meadowview,24361,Business
1,197,Ab Mullins Enterprises Llc,B & B Guns,7905 Lee Hwy Suite A,Rural Retreat,24368,Business
1,197,"Crigger, Edward Clifton & Opal Christine",Muskets Bows And Stuff,1750 Cedar Springs Rd,Rural Retreat,24368,Business
1,197,"King, Clifton Edward",K & K Guns,167 Ridge Ave,Rural Retreat,24368,Business
1,197,"Wilson, Douglas Edward",No Business Name Provided,694 Gap Of Ridge Road,Rural Retreat,243680000,Residential
2,173,Marshall's Plumbing & Heating Supply Incorporated,Lamies Hi Tech Heating & Cooling,320 Palmer Ave,Saltville,24370,Business
1,173,Maa Vedai 8 Llc,Shirley's Market,4956 Sugar Grove Hwy,Sugar Grove,24375,Business
7,63,Locked & Loaded Llc,No Business Name Provided,506 Windy Hill Rd,Willis,24380,Residential
7,63,"Chaffin, Gary Wayne",Chaffin Taxidermy,401 Indian Springs Rd Nw,Willis,24380,Business
1,35,"Battery Barn, Llc",Gunslingers,5055 Suite B Carrollton Pike,Woodlawn,24381,Business
1,35,Rr Ffl Va Llc,No Business Name Provided,110 Industry Lane,Woodlawn,24381,Residential
1,35,Brook's Sporting Goods Llc,No Business Name Provided,3381 Carrollton Pike,Woodlawn,24381,Residential
1,197,"New River Sports, Llc",New River Sports,287 W  Main St,Wytheville,24382,Business
1,197,Wal-Mart Stores East Lp,Wal-Mart Supercenter #3270,345 Commonwealth Dr,Wytheville,24382,Business
1,197,"Walters, Denny L",Dlw Lures Pump Hollow Outdoors,715 Pump Hollow Road,Wytheville,24382,Business
1,197,"Cornett, Julie Michelle",No Business Name Provided,2634 Peppers Ferry Rd,Wytheville,24382,Residential
1,197,"Rk Holdings, Llp",Rural King,1480 E Main St,Wytheville,24382,Business
2,197,"Frank, Ronald Joseph Jr",1st Pawn,1340 East Main St,Wytheville,24382,Business
2,197,Gardner Investment Group Llc,Gardner Family Pawn,315 Grayson Road,Wytheville,24382,Business
7,197,Sherpa Arms Llc,No Business Name Provided,208 Drifty Lane,Wytheville,24382,Residential
7,197,Arrington Arms & Ammunition Llc,No Business Name Provided,580 E Lee Hwy,Wytheville,24382,Residential
1,15,"Henry, Bruce Wayne Jr",No Business Name Provided,3264 Churchville Ave,Staunton,24401,Residential
1,15,"Baker, Anthony",No Business Name Provided,One Lawyers Row,Staunton,24401,Residential
1,15,The Mystery Shack Llc,The Mystery Shack,2501 N Augusta St,Staunton,24401,Business
1,15,T&M Customs Arms Llc,No Business Name Provided,210 Surrey Road,Staunton,24401,Residential
1,790,Kincheloe Holdings Inc,Nuckols Gun Works,1301 Barterbrook Rd,Staunton,24401,Business
1,790,"Westenburg, John P",No Business Name Provided,113 W Beverley St,Staunton,24401,Residential
1,790,Wal-Mart Stores East Lp,Walmart #1344,1028 Richmond Avenue,Staunton,24401,Business
1,790,Worthington Investments Llc,No Business Name Provided,26 W Beverley St,Staunton,24401,Residential
1,790,"Hite, James W",Jss Shooters Supply,1109 Dale St,Staunton,244010000,Business
2,790,Smart Pawn North Carolina Llc,Smart Pawn And Jewelry,817 Richmond Ave,Staunton,244010000,Business
2,790,Bant Inc,Pawn Shop / Pawn Shop And Guns,793 Jefferson Hwy,Staunton,244016679,Business
1,91,"Warner, Robert B",Warner's Guns,3703 Blue Grass Valley Rd,Blue Grass,24413,Business
1,163,"Huffman, Wayne Lee",Griz's Guns,94 South Hazel Ave,Buena Vista,24416,Business
1,5,"Gusler, Edley Kent",Grateful Guns,126 West Ridgeway St,Clifton Forge,24422,Business
1,5,Crawford Investments Inc,No Business Name Provided,2809 Douthat Road,Clifton Forge,24422,Residential
1,5,"Michie, Michael Powers",Michael Michie's Guns,5704 Forty Two Rd,Clifton Forge,244220000,Business
1,5,"Simpson, Cynthia Bowers",Alleghany Sportsman Supply,1023 S Highland Ave,Covington,24426,Business
7,5,Pfa Llc,No Business Name Provided,313 E Hawthorne Street,Covington,24426,Residential
1,580,"Crissman, Clyde M & Taylor, Steven L",Mountain Top Hunting & Fishing,212 N Monroe Ave,Covington,24426,Business
1,580,"Riley, Thomas Christopher",Riley Keys,2019 S Rayon Dr,Covington,24426,Business
1,580,Wal-Mart Stores East Lp,Walmart #2662,313 West Thacker Road,Covington,24426,Business
1,580,"Lee, Richard P",No Business Name Provided,5500 Ogle Creek Rd,Covington,24426,Residential
1,580,Whiteys One Stop Inc,Whiteys One Stop,2710 S Carpenter Dr,Alleghany,24426,Business
7,580,Mountain Specialties Inc,No Business Name Provided,8206 Dunlap Creek Road,Covington,24426,Residential
1,580,"Floyd, Robert L Iv & Simmons, Michael B",Commonwealth Arms,840 Mallow Rd,Covington,244260000,Business
1,580,"Plasters, Raymond E Iii",No Business Name Provided,2001 Dressler Dr,Covington,244260000,Residential
1,15,Brown Cow Firearms Llc,No Business Name Provided,593 Round Hill School Rd ,Fort Defiance,24437,Residential
1,17,The Homestead Lc,The Homestead Shooting Club,322 Cherokee Road,Hot Springs,24445,Business
1,17,"Criser, Richard Lee",Mkr Equipment Sales,121 Meadow View Rd State Rt 646,Hot Springs,244452836,Business
1,163,Kinger's Gun Cleaners Llc,No Business Name Provided,814 Thornhill Rd,Lexington,24450,Residential
1,163,C & R Classic Arms Llc,No Business Name Provided,555 Beatty Holw,Lexington,24450,Residential
1,163,Ring Steel Llc,No Business Name Provided,3304 Maury River Road,Lexington,24450,Residential
2,678,Full Circle Finance Inc,Valley Pawn,439 East Nelson,Lexington,24450,Business
7,678,Stonewall Armory Llc,No Business Name Provided,101 Tucker Street,Lexington,24450,Residential
1,163,Wal-Mart Stores East Lp,Walmart #1335,1233 North Lee Hwy,Lexington,244500000,Business
1,163,"Agnor's Gun Works, Llc",No Business Name Provided,283 Edgars Way,Lexington,244500000,Residential
1,91,"Pullin, Brenda H",Hunting Grounds,5533 Potomac River Rd,Monterey,24465,Business
7,91,Sterling Custom Llc,No Business Name Provided,1540 Jack Mountain Road,Monterey,24465,Residential
7,15,Black Widow Design Llc,Black Widow Arms,2309 Lee Highway,Mount Sidney,24467,Business
